2023-12-19 23:42:39;1391;10
2023-12-19 23:42:55;8042;32
2023-12-19 23:43:05;8023;30
2023-12-19 23:43:10;4526;25
2023-12-19 23:43:12;6798;26
2023-12-19 23:43:18;6302;40
2023-12-19 23:43:28;9199;47
2023-12-19 23:43:32;4366;16
2023-12-19 23:43:48;1771;19
2023-12-19 23:43:51;5408;33
2023-12-19 23:43:58;9456;31
2023-12-19 23:44:00;7031;10
2023-12-19 23:44:07;9285;36
2023-12-19 23:44:13;5373;2
2023-12-19 23:44:20;3425;11
2023-12-19 23:44:26;4688;8
2023-12-19 23:44:35;4973;4
2023-12-19 23:44:39;5716;32
2023-12-19 23:44:45;6051;27
2023-12-19 23:44:53;7116;7
2023-12-19 23:44:56;8544;30
2023-12-19 23:45:02;7197;33
2023-12-19 23:45:04;6349;2
2023-12-19 23:45:06;1531;6
2023-12-19 23:45:14;7519;13
2023-12-19 23:45:16;9996;36
2023-12-19 23:45:18;9593;2
2023-12-19 23:45:20;5140;28
2023-12-19 23:45:22;2119;20
2023-12-19 23:45:23;7652;41
2023-12-19 23:45:30;8828;18
2023-12-19 23:45:36;1174;34
2023-12-19 23:45:37;6043;3
2023-12-19 23:45:42;4571;15
2023-12-19 23:45:56;2609;26
2023-12-19 23:46:14;905;23
2023-12-19 23:46:14;905;23
2023-12-19 23:46:14;905;23
2023-12-19 23:46:14;905;23
2023-12-19 23:46:14;905;23
2023-12-19 23:46:17;9509;27
2023-12-19 23:46:22;491;18
2023-12-19 23:46:30;1830;5
2023-12-19 23:46:38;2498;17
2023-12-19 23:46:49;8512;3
2023-12-19 23:47:01;8712;6
2023-12-19 23:47:04;1863;34
2023-12-19 23:47:06;7748;6
2023-12-19 23:47:07;7130;23
2023-12-19 23:47:10;9523;4
2023-12-19 23:47:12;4378;37
2023-12-19 23:47:18;1880;44
2023-12-19 23:47:33;4530;13
2023-12-19 23:47:46;5643;9
2023-12-19 23:47:47;9218;42
2023-12-19 23:47:52;3597;44
2023-12-19 23:47:56;102;47
2023-12-19 23:48:02;7936;16
2023-12-19 23:48:06;9304;45
2023-12-19 23:48:16;7414;22
2023-12-19 23:48:17;1236;21
2023-12-19 23:48:29;1861;16
2023-12-19 23:48:33;7160;35
2023-12-19 23:48:45;1348;4
2023-12-19 23:48:56;3569;23
2023-12-19 23:48:58;7792;39
2023-12-19 23:49:02;4558;17
2023-12-19 23:49:14;8688;50
2023-12-19 23:49:15;6334;21
2023-12-19 23:49:22;9276;44
2023-12-19 23:49:28;4134;39
2023-12-19 23:49:41;7394;1
2023-12-19 23:49:43;1954;34
2023-12-19 23:49:44;512;42
2023-12-19 23:49:45;817;12
2023-12-19 23:49:52;7290;20
2023-12-19 23:50:10;7536;19
2023-12-19 23:50:17;8616;42
2023-12-19 23:50:20;6472;38
2023-12-19 23:50:26;2419;38
2023-12-19 23:50:27;1670;34
2023-12-19 23:50:35;2002;16
2023-12-19 23:50:36;3821;39
2023-12-19 23:50:52;9068;27
2023-12-19 23:50:55;4384;35
2023-12-19 23:51:04;7961;4
2023-12-19 23:51:06;8250;23
2023-12-19 23:51:09;2689;4
2023-12-19 23:51:19;4886;47
2023-12-19 23:51:20;7979;31
2023-12-19 23:51:38;25;9
2023-12-19 23:51:47;7463;8
2023-12-19 23:51:51;4763;42
2023-12-19 23:51:54;8480;23
2023-12-19 23:52:17;8589;38
2023-12-19 23:52:20;9706;13
2023-12-19 23:52:23;9267;3
2023-12-19 23:52:33;4012;49
2023-12-19 23:52:35;4966;33
2023-12-19 23:52:36;7199;12
2023-12-19 23:52:43;9902;7
2023-12-19 23:52:47;7127;4
2023-12-19 23:52:51;6768;38
2023-12-19 23:52:52;3110;11
2023-12-19 23:52:53;6196;42
2023-12-19 23:53:17;954;13
2023-12-19 23:53:21;9341;41
2023-12-19 23:53:28;5264;25
2023-12-19 23:53:39;3056;22
2023-12-19 23:53:46;9224;7
2023-12-19 23:53:49;7993;45
2023-12-19 23:53:59;3244;41
2023-12-19 23:54:09;7171;32
2023-12-19 23:54:12;9505;39
2023-12-19 23:54:27;8102;32
2023-12-19 23:54:32;4449;27
2023-12-19 23:54:33;8742;23
2023-12-19 23:54:38;1969;29
